Status,City,State,Country,Classification,Open FDA,Product Type,Event ID,Recalling Firm,Address 1,Address 2,Postal Code,Voluntary Mandated,Initial Firm Notification,Distribution Pattern,Recall Number,Product Description,Product Quantity,Reason for Recall,Recall Initiation Date,Center Classification Date,Termination Date,Report Date,Code Info,More Code Info
Terminated,Pittsburgh,PA,United States,Class I,{},Food,86176,Giant Eagle,267 Kappa Dr,N/A,15238-2817,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Product was produced and sold in Giant Eagle and Market District locations in IN, OH, MD, WV and PA.",F-1367-2020,"MD Salad Bar- Cucumber Tomato Salad. Expiration 07/31/2020. Ingredients:SALAD [CUCUMBER, TOMATOES, OIL BLEND (CANOLA OIL, EXTRA VIRGIN OLIVE OIL), ONIONS, VINEGAR (RED WINE VINEGAR (DILUTED WITH WATER TO 5% ACIDITY), POTASSIUM METABISULFITE (PRESERVATIVE)), DILL WEED, SALT, PEPPER].",Unknown,Potential contamination with Salmonella Newport  in onions and prepared foods containing onions.,20200802,20200902,20210512,20200909,N/A,
Terminated,Wayzata,MN,United States,Class II,{},Food,92013,"Cargill, Inc         Corporate Headquarters",15407 McGinty Rd W,,55391-2365,Voluntary: Firm initiated,E-Mail,"Nationwide United States, Canada, Chile, Costa Rica, Guatemala, Mexico, and United Kingdom",F-0787-2023,"PROSANTE TSOYFLR 10P MNCD 50LB BG, paper bag","486,700 lbs",Products with a gluten free claim may contain gluten levels above 20 ppm.,20230330,20230501,20230608,20230510,100001369-02423CHXEA 100001369-05423CHXEA 100001369-06023CHXEA 100001369-29822CHXEA 100001369-29922CHXEA 100001369-35222CHXEA 100001369-35322CHXEA,
Terminated,Everett,WA,United States,Class III,{},Food,90797,Alida's Bakery LLC,607 Nw Everett Mall Way Suite 9a&B,N/A,98028,Voluntary: Firm initiated,Telephone,Distributed in WA only.,F-1790-2022,"Alida's Samoon Pita Bread, 4 pieces per package, net wt. 21 oz.  UPC 8 60004 65933 4.  Product contains ingredients: While Flour, Water, Wheat Gluten, Yeast, Sorbitan monostearate, ascorbic acid, Salt, Canola Oil. CONTAINS: Wheat, Gluten.",19 bags,Undeclared soy lecithin. The canola oil used to grease pans was found to contain soy lecithin.,20220816,20220923,20221006,20221005,Expiration date 8/20/2022,
Terminated,Orrville,OH,United States,Class I,{},Food,90255,The JM Smucker Company LLC,1 Strawberry Ln,N/A,44667-1241,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","AK, AL, AR, AZ, CA, CO, CT, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, TN, TX, UT, VA, VT, WA, WI, WV, WY",F-1126-2022,JIF 40 OUNCE CRUNCHY PEANUT BUTTER,402038 cases total,Products are potentially contaminated with Salmonella.,20220520,20220601,20230317,20220608,Lot codes: 1274425   2140425 UPC: 5150072002 Best By Dates: 10/01/23 - 05/20/24,
Terminated,Northvale,NJ,United States,Class I,{},Food,89103,The Fillo Factory Inc.,10 Fairway Ct,N/A,07647-2401,Voluntary: Firm initiated,Letter,"Distributed to distributors and retail stores in GA, WA, WI, NJ, FL, SC, IA, CA, TX, MD, CO,",F-0268-2022,TaDah! FALAFEL STREET WRAP WITH SPICY BROWN SUGAR HARISSA HUMMUS NET WT. 7.5 OZ. UPC Code:8-5019800307-5,2800 cases,Undeclared milk allergen,20211115,20211206,20220211,20211215,Lot #:  0601 Best Buy Date: 09/01/2022 Lot #:  0621  Best Buy Date: 09/03/2022,
Terminated,Depew,NY,United States,Class I,{},Food,89844,"Fruit Fresh Up, Inc.",2928 Walden Ave,,14043-2603,Voluntary: Firm initiated,Telephone,"NY,  MA, PA",F-0970-2022,1. Wegmans 10oz Watermelon Chunks	  2. Wegmans 32oz Watermelon Chunks  3.Fresh Harvest 18oz Watermelon Chunks  4. Tops Large Watermelon	BBD: 3/5/22 to	BBD: 3/22/22  5. Tops Small Watermelon 	BBD: 3/5/22 to	BBD: 3/22/22  6. Lexington Co-op 10oz Watermelon Chunks  7. Lexington Co-op 32oz Watermelon Chunks  8. Wegmans 24oz Mini Watermelon Hearts	  9. EDU Kids 2 oz. watermelon tidbits,"39,232 units total",may be contaminated with Listeria monocytogenes,20220318,20220407,20230821,20220413,"Best if Used By  date between March 5, 2022 and March 23, 2022  1. UPC: 077890209066  2. UPC: 077890246610  3. UPC: 64779300469  4. BBD: 3/5/22 to BBD: 3/22/22  5. BBD: 3/5/22 to BBD: 3/22/22  6. UPC: 64779300373  7. UPC: 64779300468  8. UPC: 077890938096  9. UPC: 647793000000",
Completed,Conley,GA,United States,Class I,{},Food,90883,Renaissance Food Group,4322 Moreland Ave Bldg B,N/A,30288-2142,Voluntary: Firm initiated,E-Mail,"Products were shipped to the following states: Alabama, Georgia & South Carolina.",F-0015-2023,"Large Mild Salsa, NET WT, 13 OZ (368g), Dist. By: Renaissance Food Group LLC 4322 Moreland Ave. Conley, GA 30288, UPC, 8 26766 19089 ?",84/13oz units,Firm received positive test results for L. monocytogenes in a finished product. All products manufactured with the same components are being recalled.,20220912,20221006,,20221012,GHGA 254 SELL BY: 09/18/22,
Terminated,Kent,WA,United States,Class II,{},Food,91798,Lemonland Food Corp,19039 62nd Ave S,N/A,98032,Voluntary: Firm initiated,E-Mail,Distributed in Washington,F-0675-2023,"Seasoned Dried Pollack distributed in un-labeled plastic containers 6oz., 8 oz., and 12 oz.  Containers were then labeled at H-mart, G-mart, or M2M retail store.",6oz. containers = 3.8 lb; 8oz containers = 3.53 lb.; 12oz containers = 14.48lbs,"Seasoned Dried Pollack was recalled due to undeclared Fish (Pollack), Wheat, Soybean.",20230223,20230324,20230329,20230405,"Feb. 16, 2023 to Feb. 23, 2023.",
Completed,Chicago,IL,United States,Class II,{},Food,89053,KRAFT HEINZ FOODS COMPANY,200 E Randolph St,,60601-6436,Voluntary: Firm initiated,Letter,"Nationwide, Puerto Rico, Guam, American Samoa, Aruba, Saipan, Bermuda, Jamaica, Guyana, South Korea, Canada",F-0327-2022,Kool-Aid cherry drink mix powder   19 oz. UPC 043000953532   19 oz. UPC 043000034163   63 oz. UPC 043000082201,"289,221 cases (total)",potential for glass and metal in product,20211111,20211217,,20211222,Best When Used By dates between:  19 oz. 8/8/2023-8/9/2023  63 oz. 10/2/2023,
Terminated,E Stroudsburg,PA,United States,Class II,{},Food,90144,DYMSKI PIEROGI LLC,2583 Milford Rd,N/A,18301-9719,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to retail stores, restaurants, and distribution centers in NJ, MA, and PA.",F-1091-2022,Potato and Cheese Pierogi  Grandma s Cuisine Potato-Cheese Pierogi  UPC: 7 1375737813 0 & 8 67355 0030 3lb/3 dozen & 14oz (397g)/1dozen Bernat s Potato & Cheese 16oz (450g) Golden Eagle Potato and Cheese Pierogis UPC: 0 94922 10425 0	16oz Zuzanna s Potato-Cheese Pierogi 16 oz.,"39,084 units",Undeclared milk and wheat,20220506,20220527,20221025,20220608,all lots,
Terminated,Melbourne,FL,United States,Class II,{},Food,89230,"Joy's International Foods, Incorporated",2600 Aurora Rd Ste Q,N/A,32935-2884,Voluntary: Firm initiated,Telephone,Domestic distribution only.,F-0364-2022,"Joy's Gourmet Blast Off! Bloody Mary Mix, Net Wt. 24 Oz",12 cases/12 bottles ea.,Undeclared Fish and Soy,20211213,20220106,20220316,20220112,08182023,
Terminated,Tukwila,WA,United States,Class II,{},Food,89789,Continental Mills (Corporate Office),18100 Andover Park W,N/A,98188-4703,Voluntary: Firm initiated,Letter,nationwide,F-0988-2022,"Item # 721-1000, Krusteaz Belgian Waffle Mix.  Product is shelf stable and packaged in a box. net wt. 28 oz., UPC 0 41449 00186 9.",450 cases,foreign materials,20220310,20220408,20230515,20220420,Lot code KX2064 and KX2065; Best by 3/4/24 and 3/5/24,
Terminated,Chicago,IL,United States,Class I,{},Food,92423,"Newly Weds Foods, Inc.",8550 W Bryn Mawr Ave,Suite 100,60631-3222,Voluntary: Firm initiated,Letter,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",F-1197-2023,S04380	BEEF RUB                    X1	50.00	BAG,"6,465,115.78 pounds Total",Products may contain Salmonella,20230526,20230705,20240723,20230712,YE674634 YE674635,
Terminated,Grand Rapids,MI,United States,Class I,{},Food,92119,Meijer Inc,2929 Walker Ave Nw,N/A,49544-6402,Voluntary: Firm initiated,E-Mail,"Meijer stores in Michigan, Indiana, Illinois, Ohio, Kentucky, and Wisconsin",F-0832-2023,Fresh From Meijer Chicken Cobb Salad 8.8 Oz UPC - 719283679321,4532,Listeria monocytogenes,20230405,20230509,20230512,20230517,Sell by 3/19/2023 to 3/28/2023,
Terminated,Boise,ID,United States,Class II,{},Food,85219,Winco Foods Llc,650 N Armstrong Pl,N/A,83704-0825,Voluntary: Firm initiated,Press Release,"Product was distributed in Arizona, California, Idaho, Montana, Nevada, Oklahoma, Oregon, Washington, Texas, and Utah.",F-0857-2020,"WinCo Foods frozen Berry Medley (Strawberries, Blackberries, Raspberries and Blueberries), item# 107412, packaged in polyethylene bags. Product is distributed by WinCo Foods, LLC, Boise, ID 83704.    Net weight 16 oz (1 lb or 454 g).  UPC 70552 30522.  Net weight  32 oz (2 lb or 907 g). UPC 70552 30512.    The label is read in parts: ""***WinCo FOODS*** Berry Medley***strawberries, blackberries, raspberries $ blueberries***KEEP FROZEN***"".","21,264 bags of Berry Medley.",The product was found to be adulterated with Norovirus.,20200313,20200325,20200520,20200401,Best By Code DEC/9/21.  Lot 4344905    Lot code breakdown as follows:    4 = IQF FACILITY  344 = JULIAN DATE (DECEMBER 10)  9 = YEAR 2019   05 = LINE # 5,
Terminated,Sparks,NV,United States,Class I,{},Food,88432,Able Groupe Inc,1486 Kleppe Ln,N/A,89431-6428,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",All sales are direct from firm website - littlebundle.com,F-0921-2021,Lebenswert Anfangsmilch Stage 1 Organic Infant Milk Formula,"76,000 units total","The required pre-market notifications for these new  infant formulas have not been submitted to the FDA. Some products contain less than 1 milligram of iron per 100 Calories and may not provide adequate iron for some infants, particularly infants born prematurely or with a low birth weight, had low iron levels at birth, or are at risk for becoming iron deficient due to illness. All products are not labeled as required by 21 CFR 107 .10 and 107.20 and do not bear mandatory labeling statements in English.",20210808,20210901,20210908,20210825,All codes,
Terminated,Chicago,IL,United States,Class I,{},Food,92423,"Newly Weds Foods, Inc.",8550 W Bryn Mawr Ave,Suite 100,60631-3222,Voluntary: Firm initiated,Letter,"ALABAMA, ARKANSAS, CALIFORNIA, COLORADO, FLORIDA, GEORGIA, ILLINOIS, INDIANA, IOWA, KANSAS, KENTUCKY, LOUISIANA, MICHIGAN, MINNESOTA, MISSISSIPPI, MISSOURI, MONTANA, NEBRASKA, NEW JERSEY, NEW YORK, NORTH CAROLINA, OHIO, OKLAHOMA, OREGON, PENNSYLVANIA, TENNESSEE, TEXAS ,WISCONSIN.  CANADA.",F-1177-2023,G96378	LOTTA ZING SAUCE MIX    X2	15.00	CASE,"6,465,115.78 pounds Total",Products may contain Salmonella,20230526,20230705,20240723,20230712,MS249538,
Terminated,Brooklyn,NY,United States,Class I,{},Food,88032,Banner Smoked Fish Inc.,2715 W 15th St,N/A,11224-2705,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","NY, NJ, IL, PA, CA, FL, NE, AZ, MA, MD, VA, NV, OR, WI, NC, SC, and GA area.",F-0714-2021,"Banner Smoked Fish Inc. brand Sliced Gravlax (Salmon (fish), Salt, Sugar, Dill, Pepper, Sodium Nitrite)",N/A,Product may be contaminated with Listeria monocytogenes.,20210601,20210624,20211116,20210630,All lots; all package sizes; all product within expiry,
Ongoing,Sacramento,CA,United States,Class II,{},Food,94390,Sacramento Cookie Factory,3428 Auburn Blvd,N/A,95821-1904,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. Distribution to the following states: CA, AK, IA, NY, TX, FL, WA, NJ, WA, VA, GA, TN, AZ, AL, NC. For foreign or government distribution.",F-1218-2024,California Wine Wafer - Mocha Chocolate and Original Wine Wafer - Mocha Chocolate [Two sizes: retail package of 8 wafers (7 oz) and retail gift package of 2 wafers (2 oz)],"Retail package of 8 wafers: 1,169 units; Retail Gift of 2 wafers: 355 units",Undeclared allergen (milk),20240417,20240506,,20240515,All best by dates up to 4/2/2025 (shelf life is 1 year from manufacture date). Firm does not apply lot codes.,
Terminated,New York,NY,United States,Class II,{},Food,94392,FEEL GOOD FOODS INC,30 Vandam St Fl 3,,10013-1253,Voluntary: Firm initiated,Other,nationwide,F-1427-2024,Cream Cheese Stuffed Plain Mini Bagels,"Plain Mini Bagels 4,550 cases",Contains undeclared gluten,20240410,20240627,20240701,20240703,Best By Dates ranging from 5/29/24 to 9/17/25 UPC:89903900283,
Terminated,Baltimore,MD,United States,Class I,{},Food,91653,"FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine",2800 Wegworth Ln,N/A,21230-3300,Voluntary: Firm initiated,Press Release,"The recalled product was distributed to the following states: MD, PA, DE, NY, DC, NJ, NC, CT, SC, VA, MA .",F-0237-2024,"Quick & Fresh, Tuna Salad Croissant, Net . Wt. 8 Oz. Single Serving, Keep refrigerated",6,"On 02/03/2023, FRESH IDEATION FOOD GROUP, LLC dba Fresh Creative Cuisine of Baltimore, MD is  initiating a recall of  various products sold from January 24, 2023 through January 30, 2023 because the products have the potential to be contaminated with Listeria monocytogenes .",20230203,20231017,20231017,20230322,UPC Code : 813141021694,
Completed,Brooklyn,NY,United States,Class III,{},Food,94889,Tiffany Food Corp.,2042 Pitkin Ave,,11207-3430,Voluntary: Firm initiated,Letter,"NY, TX, AZ, NJ, TN",F-1492-2024,"Sweet Preserved Dried Plums; Farmer's Grange; Series Food; 88g; Plastic synthetic (flexible) package; INGREDIENTS: Plum, Salt, Sugar, ADDITIVES: Clove, Cinnamon, Liquorice, Citric acid, Red #40.; Product contains sulfite; PRODUCT OF CHINA (T.F.C).",22 cartons,Product contains undeclared cyclamates.,20240418,20240723,,20240731,Expiration: 11-06-2024,
Terminated,Wayzata,MN,United States,Class II,{},Food,92013,"Cargill, Inc         Corporate Headquarters",15407 McGinty Rd W,,55391-2365,Voluntary: Firm initiated,E-Mail,"Nationwide United States, Canada, Chile, Costa Rica, Guatemala, Mexico, and United Kingdom",F-0792-2023,"PROSANTE TVGPTN 12BF7 MNCD 50LB BG/36P, paper bag","39,600 lbs",Products with a gluten free claim may contain gluten levels above 20 ppm.,20230330,20230501,20230608,20230510,100001377-36022CHXEA,
Terminated,Fresno,CA,United States,Class I,{},Food,90667,"Lyons Magnus, Inc",3158 E Hamilton Ave,,93702-4163,Voluntary: Firm initiated,Telephone,Nationwide,F-1671-2022,"kate farms Peptide  1.5 Cal/mL, Plain, Sole-Source Nutrition Formula.  325 mL (11 fl oz) UPC  8 51823-00646 1.  12 count case UPC 00851823006379.  Shake Well.  A ready-to-use oral and tube feeding formula with enzymatically hydrolyzed organic pea protein.  Made for Kate Farms, Inc., 101 Innovation Place, Santa Barbara, CA  93708","53,818,025 total units",Findings and potential for Cronobacter sakazakii and Clostridium botulinum.,20220722,20220830,20240725,20220907,EXPANDED 8-10-2022        Lot Code 9031 / Best By Date 11/05/2022,
Terminated,Portland,OR,United States,Class II,{},Food,84979,"Lanvin French Bakery, LLC",8211 Ne Brazee St,N/A,97220-5320,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Distributed to Oregon and Washington.,F-0738-2020,"Deep-fried Donut (Banh Tieu) 3.2-ounce package in clear plastic bag, no UPC, no brand.    Product is labeled in part, ""BANH TIEU***Ingredients: bread flour, sugar, baking powder, salt, sesame seed, water, shortening oil.***Lanvin French Bakery***"".",49 bags,Undeclared wheat and soybean oil.,20200212,20200221,20200605,20200304,"02 15  02 15 means that the product is expired on February 15, 2020.",
Terminated,E Stroudsburg,PA,United States,Class II,{},Food,90144,DYMSKI PIEROGI LLC,2583 Milford Rd,N/A,18301-9719,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Distributed to retail stores, restaurants, and distribution centers in NJ, MA, and PA.",F-1098-2022,Cheese & Scallion Pierogi  Grandma s Cuisine Cheese & Scallion Pierogi UPC: 8 67355 00040 2	16oz (454g) / 1 dozen,138 units,Undeclared milk,20220506,20220527,20221025,20220608,all lots,
Terminated,Brockport,NY,United States,Class II,{},Food,87583,Bonduelle USA Inc.,180 State St,N/A,14420-2051,Voluntary: Firm initiated,E-Mail,FL,F-0438-2021,"El Sembrador Peas and Carrots, poly bags, 12/16 oz",104 cases,Product may contain a foreign object (blue plastic).,20210316,20210420,20220523,20210421,Daycode: K10635  UPC: 009933600210  Best By 03/23,
Terminated,Woodward,IA,United States,Class II,{},Food,88727,Picket Fence Creamery L.L.C.,14583 S Ave,N/A,50276-6043,Voluntary: Firm initiated,Visit,Distributed to grocery stores in Iowa.,F-0096-2022,"Picket Fence Creamery, Woodward, IA, Chocolate Cherry ice cream, in Quarts, Pints, and 1/2 Pints","8 quarts, 4 pints, 7 ¿ pints",Undeclared soy lecithin.,20210915,20211104,20211118,20211110,best if used by  date of 3/31/22 or before,
Terminated,Fresno,CA,United States,Class I,{},Food,90667,"Lyons Magnus, Inc",3158 E Hamilton Ave,,93702-4163,Voluntary: Firm initiated,Telephone,Nationwide,F-1634-2022,"Sysco Imperial Med Plus 2.0 butter Pecan Nutritional Drink.  High Calorie, High Protein.   Mildly Thick Nectar Consistency.    32 FL OZ (1 QT)  946mL  UPC 0 74865-92732 1.  Reorder # 0108936.  12 count case UPC 10074865927328.      Refrigerate prior to serving.  Shake well.   Refrigerate after opening and use within 3 days.    Distributed by  Sysco Corporation, Houston, Texas  77077.","53,818,025 total units",Findings and potential for Cronobacter sakazakii and Clostridium botulinum.,20220722,20220830,20240725,20220907,Lot Code 0012 / Best By Date 1/5/2023;     Lot Code 1412 / Best By Date 2/15/2023;           Lot Code 9512 / Best By Date 3/5/2023;     Lot Code 9902 / Best By Date 1/4/2023.        EXPANED 8-10-2022  Lot Code 0231 / Best By Date 08/12/2022.     Lot Code 0231 / Best By Date 08/13/2022.     Lot Code 0702 / Best By Date 12/06/2022.     Lot Code 1702 / Best By Date 12/07/2022.     Lot Code 6702 / Best By Date 12/12/2022.     Lot Code 7102 / Best By Date 10/14/2022.     Lot Code 8302 / Best By Date 11/04/2022.     Lot Code 8431 / Best By Date 09/10/2022.     Lot Code 9131 / Best By Date 08/12/2022.,
Terminated,Dallas,TX,United States,Class II,{},Food,91234,Hippos and Hashbrowns,10813 Castolon Dr,,75228-2515,Voluntary: Firm initiated,Letter,Texas,F-0257-2023,Take & Bake Sourdough Biscuits UPC 44216-26512 packaged in metal tin with clear plastic nonflexible lid,114 units,Label does not include the common name for the allergens milk and wheat,20221121,20230112,20240430,20230118,all best by dates until a best by date later than 05/16/2023.,
